id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
53672,Women,Accessories,Bags,Handbags,Yellow,Summer,2012.0,Casual,Kiara Women Yellow Handbag
58932,Women,Accessories,Bags,Handbags,Beige,Summer,2012.0,Casual,Ivory Tag Women Beige Furry Foldover Sling Bag
9571,Unisex,Accessories,Bags,Handbags,Black,Fall,2011.0,Casual,Puma Unisex Core Shoulder Black Bags
25231,Women,Accessories,Bags,Handbags,Blue,Winter,2015.0,Casual,Lino Perros Women Leatherette Blue Handbag
53935,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Kiara Women Brown Handbag
16766,Women,Accessories,Bags,Handbags,Green,Winter,2015.0,Casual,Spice Art Women Leatherette  Green Handbags
58189,Women,Accessories,Bags,Handbags,Grey,Summer,2012.0,Casual,Rocky S Women Grey Handbag
24741,Women,Accessories,Bags,Handbags,Maroon,Winter,2015.0,Casual,Murcia Women  Marron Handbag
20498,Women,Accessories,Bags,Handbags,Navy Blue,Winter,2015.0,Casual,Baggit Women Galaxy Exel Navy Blue Handbag
53671,Women,Accessories,Bags,Handbags,Orange,Summer,2012.0,Casual,Kiara Women Orange Handbag
36991,Women,Accessories,Bags,Handbags,Pink,Summer,2012.0,Casual,Lino Perros Women Pink Handbag
42552,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012.0,Ethnic,Mother Earth Women Beige & Black Kurta
54700,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Shree Women Black and White Printed Kurta
28874,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,BIBA Women Printed Blue Kurta
27285,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011.0,Ethnic,Mother Earth Women Brown Kurta
12130,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Aurelia Women Printed Green Kurtas
11574,Women,Apparel,Topwear,Kurtas,Grey,Summer,2011.0,Ethnic,W Women Printed Grey Kurtas
14547,Women,Apparel,Topwear,Kurtas,Maroon,Fall,2011.0,Ethnic,Vishudh Women Floral Print Maroon Kurtas
19068,Women,Apparel,Topwear,Kurtas,Navy Blue,Fall,2011.0,Ethnic,W Women Solid Navy Blue Kurta
42429,Women,Apparel,Topwear,Kurtas,Orange,Summer,2012.0,Ethnic,Aurelia  Women Orange Kurta
40654,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012.0,Ethnic,Span Women Pink Kurta
18294,Women,Apparel,Topwear,Kurtas,Purple,Fall,2011.0,Ethnic,Aneri Women N Jashn Purple Kurta
50323,Women,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,Aurelia Women Red Kurta
25827,Women,Apparel,Topwear,Kurtas,Silver,Summer,2012.0,Ethnic,Diva Women Printed Beige Kurta
30836,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Fabindia Women White Chikankari Kurta
24557,Women,Apparel,Topwear,Kurtas,Yellow,Fall,2011.0,Ethnic,Vishudh Women Yellow Printed Kurta
30745,Men,Apparel,Topwear,Kurtas,Beige,Summer,2012.0,Ethnic,Fabindia Men Beige Ajrakh Kurta
24374,Women,Apparel,Topwear,Kurtas,Black,Fall,2011.0,Ethnic,Folklore Women Black  Kurta
39178,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Aneri Women Blue & Brown Printed Kurta
22032,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011.0,Ethnic,Vishudh Women Flower Print Brown Kurta
19067,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,W Women Block Print Green Kurta
11602,Women,Apparel,Topwear,Kurtas,Grey,Summer,2011.0,Ethnic,W Women Solid Grey Kurtas
14546,Women,Apparel,Topwear,Kurtas,Maroon,Fall,2011.0,Ethnic,Vishudh Women Maroon Printed Kurta
11596,Women,Apparel,Topwear,Kurtas,Navy Blue,Summer,2011.0,Ethnic,W Women Printed Navy Blue Kurtas
46017,Women,Apparel,Topwear,Kurtas,Orange,Summer,2012.0,Ethnic,Fabindia Women Orange Printed Kurta
24356,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011.0,Ethnic,Folklore Women Pink  Kurta
39719,Women,Apparel,Topwear,Tops,Beige,Summer,2012.0,Casual,Arrow Woman Beige Top
57124,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Elle Women Black Top
41972,Girls,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Gini and Jony Girls Summer Up Blue Top
14102,Women,Apparel,Topwear,Tops,Brown,Fall,2011.0,Casual,Flying Machine Women Solid Brown Tops
5000,Women,Apparel,Topwear,Tops,Green,Summer,2011.0,Casual,Gini and Jony Girl's Gloria Green Kidswear
57065,Women,Apparel,Topwear,Tops,Grey,Summer,2012.0,Casual,Elle Women Grey Vintage Top
21130,Women,Apparel,Topwear,Tops,Maroon,Fall,2011.0,Casual,s.Oliver Women Solid Maroon Top
43323,Women,Apparel,Topwear,Tops,Navy Blue,Summer,2012.0,Casual,United Colors of Benetton Women Navy Blue Top
38818,Women,Apparel,Topwear,Tops,Orange,Fall,2012.0,Casual,Latin Quarters Women Orange Top
7201,Women,Apparel,Topwear,Tops,Pink,Fall,2011.0,Casual,Jealous 21 Women White Pink Lady With The Hat Top
7698,Women,Apparel,Topwear,Tops,Purple,Fall,2011.0,Casual,Jealous 21 Women's She's Got Attitude Purple Top
44642,Women,Apparel,Topwear,Tops,Red,Summer,2012.0,Casual,Arrow Woman Red Top
6890,Women,Apparel,Topwear,Tops,White,Summer,2011.0,Casual,Forever New Women's White Blue Printed Top
27261,Women,Apparel,Topwear,Tops,Yellow,Summer,2012.0,Casual,Arrow Woman Yellow Top
21174,Women,Apparel,Topwear,Tops,Beige,Fall,2011.0,Casual,s.Oliver Women Stripes Beige Top
22453,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Ethnic,Global Desi Women Solid Black Top
9997,Women,Apparel,Topwear,Tops,Blue,Summer,2011.0,Casual,Palm Tree Girls Hs Livia Top Blue Tops
49657,Women,Apparel,Topwear,Tops,Brown,Summer,2012.0,Casual,Mineral Women Brown Top
4928,Women,Apparel,Topwear,Tops,Green,Summer,2011.0,Casual,Gini and Jony Girl's Venice Green Blue Infant Kidswear
44801,Women,Apparel,Topwear,Tops,Grey,Summer,2012.0,Casual,Spykar Women Grey Printed Top
43701,Women,Apparel,Topwear,Tops,Maroon,Summer,2012.0,Casual,Remanika Women Maroon Top
9802,Women,Apparel,Topwear,Tops,Navy Blue,Fall,2011.0,Casual,Scullers For Her Women Scullers Top Navy Blue Tops
31792,Women,Apparel,Topwear,Tops,Orange,Summer,2012.0,Casual,Lee Women Apple Coral Top
37570,Girls,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Madagascar3 Infant Girls Pink Spaghetti Top
46270,Women,Apparel,Topwear,Tops,Purple,Summer,2012.0,Casual,109F Women Purple Layered Top
55643,Women,Footwear,Shoes,Heels,Beige,Winter,2015.0,Casual,Catwalk Women Beige Heels
44464,Women,Footwear,Shoes,Heels,Black,Summer,2013.0,Casual,Senorita Women Black Wedges
53139,Women,Footwear,Shoes,Heels,Blue,Winter,2015.0,Casual,Catwalk Women Blue & White Sandals
56928,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,HM Women Brown Flats
13548,Women,Footwear,Shoes,Heels,Green,Spring,2013.0,Casual,Carlton London Women Casual Green Flats
2880,Women,Footwear,Shoes,Heels,Grey,Summer,2016.0,Formal,Catwalk Women Leather Formal Grey Heels
13025,Women,Footwear,Shoes,Heels,Maroon,Winter,2012.0,Casual,Inc 5 Women Casual Maroon Flats
13641,Women,Footwear,Shoes,Heels,Navy Blue,Winter,2012.0,Casual,Carlton London Women Casual Navy Flats
56923,Women,Footwear,Shoes,Heels,Orange,Winter,2012.0,Casual,HM Women Orange Flats
35350,Women,Footwear,Shoes,Heels,Pink,Summer,2012.0,Casual,Senorita Women Pink Wedges
47595,Women,Footwear,Shoes,Heels,Purple,Winter,2012.0,Casual,Portia Women Purple & Brown Sandals
41729,Women,Footwear,Shoes,Heels,Red,Winter,2012.0,Casual,Catwalk Women Red Heels
20770,Women,Footwear,Shoes,Heels,Silver,Winter,2012.0,Casual,Carlton London Women Classy Gold Heels
34075,Women,Footwear,Shoes,Heels,White,Fall,2012.0,Formal,Clarks Women Henderson Toy Bone Leather White Flats
57856,Women,Footwear,Shoes,Heels,Yellow,Winter,2015.0,Casual,Catwalk Women Yellow Flats
55641,Women,Footwear,Shoes,Heels,Beige,Winter,2015.0,Casual,Catwalk Women Beige Peep Toes
22257,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Inc. 5 Women Casual Black Heels
19042,Women,Footwear,Shoes,Heels,Blue,Winter,2015.0,Casual,Catwalk Women Moccasin Blue Casual Shoes
38210,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Polaroid Men Sunglasses
16844,Men,Accessories,Eyewear,Sunglasses,Blue,Winter,2016.0,Casual,Idee Men Funky Eyewear Blue Sunglasses
17204,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,United Colors of Benetton Women Funky Eyewear Brown Sunglasses
8666,Unisex,Accessories,Eyewear,Sunglasses,Green,Winter,2016.0,Casual,Fastrack Unisex Green Sunglasses
16093,Women,Accessories,Eyewear,Sunglasses,Grey,Winter,2016.0,Casual,M tv Women My Fab Eyewear Grey Sunglasses
16946,Women,Accessories,Eyewear,Sunglasses,Maroon,Winter,2016.0,Casual,Image Women Classic Eyewear Maroon Sunglasses
49671,Men,Accessories,Eyewear,Sunglasses,Navy Blue,Winter,2016.0,Casual,United Colors of Benetton Men Sunglass
23702,Men,Accessories,Eyewear,Sunglasses,Orange,Winter,2016.0,Casual,Rayban Men Orange New Wayfarer Sunglasses
16945,Women,Accessories,Eyewear,Sunglasses,Pink,Winter,2016.0,Casual,Image Women Classic Eyewear Pink Sunglasses
51714,Unisex,Accessories,Eyewear,Sunglasses,Purple,Winter,2016.0,Casual,Allen Solly Unisex Sunglasses AS236-C4
23792,Women,Accessories,Eyewear,Sunglasses,Red,Winter,2016.0,Casual,Oakley Women Immerse Red Sunglasses
51672,Men,Accessories,Eyewear,Sunglasses,Silver,Winter,2016.0,Casual,Louis Philippe Men Maroon Sunglasses
48225,Men,Accessories,Eyewear,Sunglasses,White,Winter,2016.0,Casual,United Colors of Benetton Men White Frame Sunglasses
8646,Men,Accessories,Eyewear,Sunglasses,Yellow,Winter,2016.0,Casual,Fastrack Men Sports Sunglasses P148AM3
16835,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Idee Women Funky Eyewear Black Sunglasses
36134,Women,Footwear,Flip Flops,Flip Flops,Beige,Summer,2012.0,Casual,Nike Women Beige Solarsoft Thong II Flip Flops
32183,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012.0,Casual,ADIDAS Men Ripple Black Flip Flops
24630,Women,Footwear,Flip Flops,Flip Flops,Blue,Fall,2011.0,Casual,ADIDAS Women Polka Blue Flip Flops
5638,Men,Footwear,Flip Flops,Flip Flops,Brown,Summer,2011.0,Casual,ADIDAS Men's Adi Liner Brown Flip Flop
2551,Men,Footwear,Flip Flops,Flip Flops,Green,Summer,2011.0,Casual,Numero Uno Men's Casual Green Graphic Flip Flop
21470,Women,Footwear,Flip Flops,Flip Flops,Grey,Summer,2012.0,Casual,Roxy Women Bamboo Grey Flip Flops
16734,Men,Footwear,Flip Flops,Flip Flops,Maroon,Fall,2011.0,Casual,Lotto Men Emeriti Maroon Slipper
30242,Men,Footwear,Flip Flops,Flip Flops,Navy Blue,Summer,2012.0,Casual,Numero Uno Men Navy Blue Flip Flops
42998,Women,Footwear,Flip Flops,Flip Flops,Orange,Summer,2012.0,Casual,Nike Women Orange Solarsoft Thong Flip Flops
49830,Women,Footwear,Flip Flops,Flip Flops,Pink,Winter,2012.0,Casual,iPanema Women Pink Flip Flops
44619,Women,Footwear,Flip Flops,Flip Flops,Purple,Summer,2012.0,Casual,Fila Women Purple Flip Flops
23096,Men,Footwear,Flip Flops,Flip Flops,Red,Summer,2012.0,Casual,Converse Men Red Flip Flops
5646,Unisex,Footwear,Flip Flops,Flip Flops,Silver,Fall,2012.0,Casual,ADIDAS Unisex Adi Pixel Silver Flip Flop
19877,Women,Footwear,Flip Flops,Flip Flops,White,Fall,2011.0,Casual,ADIDAS Women Psychedlic White Flip Flops
39546,Men,Footwear,Flip Flops,Flip Flops,Yellow,Summer,2012.0,Casual,Numero Uno Men Yellow Flip Flops
20477,Women,Accessories,Wallets,Wallets,Beige,Winter,2015.0,Casual,Baggit Women Oscar Opart Beige Wallet
37847,Men,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,Hidekraft Men Black Card Holder
48163,Women,Accessories,Wallets,Wallets,Blue,Winter,2016.0,Casual,Fossil Women Blue Wallet
37236,Men,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,United Colors of Benetton Men Leather Brown Wallet
20406,Women,Accessories,Wallets,Wallets,Green,Winter,2015.0,Casual,Baggit Women Zanzil Taj Green Wallet
48137,Women,Accessories,Wallets,Wallets,Grey,Winter,2016.0,Casual,Fossil Women Grey Wallet
33374,Women,Accessories,Wallets,Wallets,Maroon,Summer,2012.0,Casual,Baggit Women Maroon Wallet
47370,Women,Accessories,Wallets,Wallets,Navy Blue,Summer,2012.0,Casual,Baggit Women Navy Blue Square Dum Wallet
17106,Women,Accessories,Wallets,Wallets,Orange,Winter,2015.0,Casual,Lino Perros Women Small  Orange Wallet
45280,Women,Accessories,Wallets,Wallets,Pink,Summer,2012.0,Casual,Lino Perros Women Pink Wallet
33363,Women,Accessories,Wallets,Wallets,Purple,Summer,2012.0,Casual,Baggit Women Auxi Baby Purple Wallet
52782,Women,Accessories,Wallets,Wallets,Red,Fall,2012.0,Casual,Fiorelli Women Red Wallet
54411,Women,Accessories,Wallets,Wallets,Silver,Summer,2012.0,Casual,Baggit Women Silver Wallet
53376,Women,Accessories,Wallets,Wallets,White,Summer,2012.0,Casual,Puma Women White Ferrari Wallet
18044,Women,Accessories,Wallets,Wallets,Yellow,Winter,2015.0,Casual,Lino Perros Women Sequin Yellow Wallet
57501,Men,Footwear,Sandal,Sandals,Beige,Summer,2012.0,Casual,Lee Cooper Men Light cocoa Sandals
6400,Men,Footwear,Sandal,Sandals,Black,Summer,2011.0,Casual,Lotto Men Laos Black Grey Floater
33866,Men,Footwear,Sandal,Sandals,Blue,Spring,2014.0,Casual,Puma Men Aripon Blue Sandals
57500,Men,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Casual,Lee Cooper Men Brown Sandals
20865,Unisex,Footwear,Sandal,Sandals,Green,Winter,2012.0,Casual,Disney Kids-Unisex Lightning Green Sandals
19133,Men,Footwear,Sandal,Sandals,Grey,Fall,2011.0,Casual,Lotto Men Hermes Grey Sandals
11912,Men,Footwear,Sandal,Sandals,Maroon,Summer,2011.0,Casual,Franco Leone Men Casual Maroon Sandals
6352,Unisex,Footwear,Sandal,Sandals,Navy Blue,Summer,2011.0,Casual,Crocs Kids Navy Clogs
35529,Girls,Footwear,Sandal,Sandals,Orange,Summer,2012.0,Casual,Enroute Teens Orange Sandals
3834,Girls,Footwear,Sandal,Sandals,Pink,Summer,2011.0,Casual,Crocs Kids Girl's Keeley Bubblegum Fuchsia Kidswear
46846,Girls,Footwear,Sandal,Sandals,Purple,Winter,2012.0,Casual,Barbie Purple Girls Slippers
15856,Unisex,Footwear,Sandal,Sandals,Red,Fall,2012.0,Casual,Warner Bros Kids Unisex TJ Hit & Chase Flops Red Slippers
40302,Unisex,Footwear,Sandal,Sandals,Silver,Winter,2013.0,Casual,Warner Bros Kids Unisex blue navy sandals
44522,Men,Footwear,Sandal,Sandals,White,Fall,2012.0,Casual,Coolers Men White Sandals
20986,Unisex,Accessories,Belts,Belts,Beige,Winter,2016.0,Casual,Fastrack Unisex Polyester Beige Belt
38420,Women,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Baggit Women Black Raone Sandwichtost Belt
25112,Women,Accessories,Belts,Belts,Blue,Winter,2015.0,Casual,Lino Perros Women Blue Belt
21754,Men,Accessories,Belts,Belts,Brown,Fall,2011.0,Casual,Fossil Men Johann Dark Brown Belt
8114,Men,Accessories,Belts,Belts,Green,Winter,2016.0,Casual,Fastrack Men Military Canvas Belt
17069,Women,Accessories,Belts,Belts,Grey,Winter,2015.0,Casual,Lino Perros Women Weaved  Grey Belt
48548,Women,Accessories,Belts,Belts,Maroon,Summer,2012.0,Casual,Wrangler Women Maroon Belt
18808,Men,Accessories,Belts,Belts,Navy Blue,Summer,2011.0,Casual,Peter England Men Casual Navy Blue Belt
42900,Women,Accessories,Belts,Belts,Orange,Summer,2012.0,Casual,French Connection Women Orange Belt
20606,Women,Accessories,Belts,Belts,Pink,Winter,2015.0,Casual,Baggit Women Tickle Taj Pink Belt
33467,Women,Accessories,Belts,Belts,Purple,Summer,2012.0,Casual,Baggit Women Updown Taj Purple Belt
8928,Men,Accessories,Belts,Belts,Red,Summer,2012.0,Casual,Puma Men Ferrari Replica Red Belt
16993,Women,Accessories,Belts,Belts,Silver,Summer,2011.0,Casual,Puma Women Dizzy  Silver Belt
25206,Women,Accessories,Bags,Backpacks,Beige,Winter,2015.0,Casual,Lino Perros Women Leatherite Beige Backpack
6516,Unisex,Accessories,Bags,Backpacks,Black,Summer,2011.0,Casual,Nike Unisex Brasilia 4 XL Backpack
22676,Unisex,Accessories,Bags,Backpacks,Blue,Winter,2015.0,Casual,Wildcraft Unisex Blue & Black Solid Backpack
29101,Unisex,Accessories,Bags,Backpacks,Brown,Summer,2012.0,Casual,Puma Unisex Brown Backpack
1565,Unisex,Accessories,Bags,Backpacks,Green,Summer,2011.0,Travel,Quechua Green Light Backpack
21271,Unisex,Accessories,Bags,Backpacks,Grey,Fall,2011.0,Casual,Footloose Unisex Grey Backpack
39877,Unisex,Accessories,Bags,Backpacks,Navy Blue,Summer,2012.0,Casual,ADIDAS Unisex Navy Blue Checked Backpack
38141,Unisex,Accessories,Bags,Backpacks,Orange,Summer,2015.0,Casual,Wildcraft Unisex Orange & Grey Backpack
9576,Unisex,Accessories,Bags,Backpacks,Pink,Fall,2011.0,Casual,Puma Unisex Deck Pink Backpacks
39878,Women,Accessories,Bags,Backpacks,Purple,Summer,2012.0,Casual,ADIDAS Women Purple Happy Weather Backpack
25872,Unisex,Accessories,Bags,Backpacks,Red,Winter,2015.0,Casual,American Tourister Unisex Buzz Red Backpack
7854,Unisex,Accessories,Bags,Backpacks,White,Summer,2011.0,Sports,Nike Unisex White Pink Black Check Backpack
7237,Men,Footwear,Shoes,Formal Shoes,Beige,Fall,2011.0,Formal,Rockport Men's Slate Taupe Fabric Shoe
22139,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2011.0,Formal,Provogue Men Black Formal Shoes
11885,Men,Footwear,Shoes,Formal Shoes,Blue,Summer,2011.0,Formal,Franco Leone Men Formal Blue Formal Shoes
7257,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011.0,Formal,Rockport Men's Alfrew Dark Tan Shoe
11901,Men,Footwear,Shoes,Formal Shoes,Maroon,Fall,2011.0,Formal,Franco Leone Men Formal Maroon Formal Shoes
2824,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Lee Cooper Men's Formal Leather Slip-On Black Shoe
15055,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2013.0,Formal,Franco Leone Men Brown Formal Shoe
11899,Men,Footwear,Shoes,Formal Shoes,Maroon,Fall,2011.0,Formal,Franco Leone Men Formal Maroon Formal Shoes
45584,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013.0,Formal,Arrow Men Black Formal Shoes
22126,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011.0,Formal,Provogue Men Brown Formal Shoes
11345,Men,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,Lee Men Elvira Rinse Black Jeans
9166,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Rafe Blue Jeans
7192,Women,Apparel,Bottomwear,Jeans,Brown,Fall,2011.0,Casual,Jealous 21 Women Brown Jeggings
16520,Men,Apparel,Bottomwear,Jeans,Grey,Fall,2011.0,Casual,Locomotive Men Washed Grey Jeans
41361,Men,Apparel,Bottomwear,Jeans,Navy Blue,Spring,2013.0,Casual,Wrangler Men Navy Blue Floyd Jeans
27025,Women,Apparel,Bottomwear,Jeans,Pink,Summer,2012.0,Casual,Jealous 21 Women Pink Jeans
27939,Women,Apparel,Bottomwear,Jeans,Purple,Summer,2012.0,Casual,Jealous 21 Women Purple Magic Colour Jeans
30453,Men,Apparel,Bottomwear,Jeans,White,Summer,2012.0,Casual,Deni Yo Men White Jeans
11342,Men,Apparel,Bottomwear,Jeans,Black,Spring,2013.0,Casual,Lee Men Black Chicago Fit Jeans
16521,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Washed Blue Jeans
48397,Men,Apparel,Bottomwear,Jeans,Grey,Summer,2012.0,Casual,French Connection Men Grey Jeans
41346,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2016.0,Casual,Wrangler Men Navy Blue Texas Jeans
46908,Men,Apparel,Bottomwear,Jeans,White,Summer,2012.0,Casual,Peter England Men White Jeans
57071,Women,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Elle Women Black Jeans
28795,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Denizen Men Blue Jeans
27623,Men,Apparel,Bottomwear,Shorts,Beige,Summer,2012.0,Casual,Scullers Men Beige Shorts
38582,Men,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Casual,Nike Men Black Breakline Med Shorts
4949,Men,Apparel,Bottomwear,Shorts,Blue,Summer,2011.0,Casual,Gini and Jony Boy's Kimon Blue Bermuda Kidswear
27626,Men,Apparel,Bottomwear,Shorts,Brown,Summer,2012.0,Casual,Scullers Men Check Brown Cargo Shorts
53776,Men,Apparel,Bottomwear,Shorts,Green,Summer,2012.0,Casual,Puma Men Green Shorts
28497,Men,Apparel,Bottomwear,Shorts,Grey,Summer,2012.0,Sports,Urban Yoga Men Grey Shorts
30603,Boys,Apparel,Bottomwear,Shorts,Maroon,Summer,2012.0,Sports,Nike Boys Basketball Red Shorts
28143,Men,Apparel,Bottomwear,Shorts,Navy Blue,Fall,2016.0,Casual,Jockey 24 x 7 Men Navy Blue Knit Sport Shorts 9426
25016,Women,Footwear,Shoes,Flats,Beige,Fall,2011.0,Casual,United Colors of Benetton Women Beige Ballerinas
29231,Women,Footwear,Shoes,Flats,Black,Summer,2012.0,Casual,Puma Women Black Grace Flats
57008,Women,Footwear,Shoes,Flats,Blue,Winter,2012.0,Casual,HM Women Blue Sandals
26185,Women,Footwear,Shoes,Flats,Brown,Winter,2012.0,Casual,Rocia Women Brown Casual Sandals
36295,Women,Footwear,Shoes,Flats,Green,Winter,2012.0,Casual,Inc 5 Women Pink & Tan Sandals
45401,Women,Footwear,Shoes,Flats,Grey,Winter,2012.0,Casual,Rocia Women Grey Sandals
45400,Women,Footwear,Shoes,Flats,Maroon,Winter,2012.0,Casual,Rocia Women Maroon Sandals
14697,Men,Apparel,Bottomwear,Trousers,Beige,Fall,2011.0,Casual,Basics Men Beige Trousers
16798,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Casual,Highlander Men Solid Black Trouser
32563,Women,Apparel,Bottomwear,Trousers,Blue,Summer,2012.0,Casual,ONLY Women directoire blue Trousers
15684,Men,Apparel,Bottomwear,Trousers,Brown,Fall,2011.0,Casual,Highlander Men Classic Chinos Brown Trousers
8885,Men,Apparel,Bottomwear,Trousers,Green,Summer,2011.0,Formal,Scullers Men Scul Green Trousers
31425,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012.0,Casual,Highlander Men Grey Trousers
23042,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2011.0,Formal,Arrow Men Navy Blue Trousers
33203,Women,Apparel,Dress,Dresses,Beige,Summer,2012.0,Casual,Sepia Women Beige Dress
59972,Women,Apparel,Dress,Dresses,Black,Fall,2012.0,Party,Avirate Black Dress
4932,Women,Apparel,Dress,Dresses,Blue,Summer,2011.0,Casual,Gini and Jony Girl's Valerie Blue White Infant Kidswear
25972,Women,Apparel,Dress,Dresses,Brown,Summer,2012.0,Casual,Femella Women Brown Dress
54972,Women,Apparel,Dress,Dresses,Green,Fall,2012.0,Casual,Femella Women Green & Black Dress
54980,Women,Apparel,Dress,Dresses,Grey,Summer,2012.0,Casual,Femella Women Grey & Coral Dress
34581,Women,Apparel,Dress,Dresses,Maroon,Summer,2012.0,Casual,Tonga Women Maroon Dress
43694,Girls,Apparel,Dress,Dresses,Navy Blue,Summer,2012.0,Casual,Doodle Girls Navy Blue Dress
59895,Women,Apparel,Dress,Dresses,Orange,Fall,2012.0,Casual,Femella Women Orange Dress
27197,Women,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,Doodle Kids Girl Pink Dress
38842,Women,Apparel,Dress,Dresses,Purple,Fall,2012.0,Casual,Latin Quarters Women Purple Dress
18736,Women,Apparel,Dress,Dresses,Red,Fall,2011.0,Casual,Arrow Woman Rima Red Dress
43508,Women,Apparel,Dress,Dresses,White,Summer,2012.0,Casual,French Connection Women Navy Blue Striped Dress
57054,Women,Apparel,Dress,Dresses,Yellow,Summer,2012.0,Casual,Elle Yellow Vintage Shift Dress
48478,Women,Apparel,Dress,Dresses,Beige,Winter,2011.0,Casual,French Connection Women Beige Dress
52828,Women,Accessories,Jewellery,Earrings,Black,Fall,2012.0,Casual,Adrika Black Earrings
43772,Women,Accessories,Jewellery,Earrings,Blue,Winter,2012.0,Casual,Royal Diadem Blue Earrings
58112,Women,Accessories,Jewellery,Earrings,Brown,Fall,2012.0,Casual,Rreverie Dark Brown & Turquoise Earrings
52823,Women,Accessories,Jewellery,Earrings,Green,Summer,2012.0,Casual,Adrika Green Earrings
35332,Women,Accessories,Jewellery,Earrings,Maroon,Winter,2016.0,Ethnic,Fabindia Women Maroon Anusuya Earrings
3920,Men,Apparel,Bottomwear,Track Pants,Beige,Summer,2011.0,Casual,Urban Yoga Men's Yoga Beige Track Pant
4827,Men,Apparel,Bottomwear,Track Pants,Black,Summer,2011.0,Sports,ADIDAS Men's Woven Black White Track Pant
17947,Men,Apparel,Bottomwear,Track Pants,Blue,Fall,2011.0,Sports,Puma Men No. 1 logo Blue Track Pant
15480,Men,Apparel,Bottomwear,Track Pants,Brown,Fall,2011.0,Casual,Puma Men Ess Sweat Pants Open Bottom Brown Track Pants
7136,Men,Apparel,Bottomwear,Track Pants,Green,Fall,2011.0,Casual,Urban Yoga Men Bottom Olive Green Yoga Pants
39492,Unisex,Accessories,Headwear,Caps,Beige,Spring,2013.0,Casual,Wildcraft Unisex Beige Cap
25714,Unisex,Accessories,Headwear,Caps,Black,Spring,2013.0,Casual,ADIDAS Unisex NBA Black Cap
22605,Unisex,Accessories,Headwear,Caps,Blue,Fall,2011.0,Sports,Nike Unisex India Stadium Blue Cap
49247,Men,Accessories,Headwear,Caps,Brown,Fall,2012.0,Casual,Arrow Men Brown Cap
49798,Men,Accessories,Headwear,Caps,Green,Summer,2012.0,Casual,Flying Machine Men Green Cap
54913,Men,Apparel,Topwear,Sweatshirts,Beige,Summer,2012.0,Casual,Do u speak green Men Printed Beige Sweatshirt
18963,Women,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Casual,United Colors of Benetton Women Solid Black Sweatshirt
15585,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,2011.0,Casual,Proline Men Blue Printed Sweatshirt
